,No.,Date,Media,News_title,Sentiment(MaxEntropy),positive_word(VADER),negative_word(VADER),Year,Month,Day,Vader_Score,Sentiment(VADER),Sentiment(SparkNLP),Score(SparkNLP)
1063,191,2020-06-09 00:00:00,Malaysians Must Know The Truth,Putting the economy on a strong footing,2,"['strong', 0.5106]",[],2020,June,09,0.511,1,1,0.99841081834
1064,192,2020-06-09 00:00:00,Bernama,Various PRIHATIN measures to be implemented concurrently with PENJANA - Tengku Zafrul,2,[],[],2020,June,09,0.0,2,1,0.9999999999997584
1065,193,2020-06-06 00:00:00,Bharian,The RM9 billion fund breathes new life into the employment sector,2,[],[],2020,June,06,0.0,2,1,0.9999999996014911
1066,194,2020-06-06 00:00:00, Dailyexpress,Service exports record all-time high of RM169.8b,2,[],[],2020,June,06,0.0,2,1,0.9999999999999999
1067,195,2020-06-06 00:00:00,Dailyexpress,Services exports record all-time high of rm169.8b,2,[],[],2020,June,06,0.0,2,1,0.9999999999999999
1068,196,2020-06-05 00:00:00,Bernama,"Malaysia's service exports reach highest level, record RM169.8 billion in 2019 - Department of Statistics",2,[],[],2020,June,05,0.026,1,1,0.9999999999671072
1069,197,2020-06-05 00:00:00, Astro Awani,Malaysias 2019 services exports record all-time high of RM169.8 billlion,2,[],[],2020,June,05,0.0,2,1,0.9999999999995908
1070,198,2020-06-05 00:00:00,Selangor Journal,Malaysia's 2019 services exports record all-time high of RM169.8bil,2,[],[],2020,June,05,0.0,2,1,0.9999999999995397
1071,199,2020-06-05 00:00:00, Landskap Siasah,Spying on Malaysia's Economy After PKP-PKPB,2,[],[],2020,June,05,0.0,2,1,0.9999999999938429
1072,200,2020-06-05 00:00:00,Bernama,"Malaysia's service exports reach highest level, record RM169.8 billion in 2019 - Department of Statistics",2,[],[],2020,June,05,0.026,1,1,0.9999999999671072
1073,201,2020-05-30 00:00:00, Mymetro,Who wins?,2,[],[],2020,May,30,0.572,1,1,0.9999986383201
1074,202,2020-05-29 00:00:00, Harakahdaily,Urgent repatriation of PATI,2,[],[],2020,May,29,0.202,1,0,-0.989601176
1075,203,2020-05-29 00:00:00, Thesundaily,Look beyond the numbers for the real human stories,2,[],[],2020,May,29,0.0,2,1,0.999999999518207
1076,204,2020-05-28 00:00:00,Theedgemalaysia,Cover Story: Tourism in tatters,2,[],[],2020,May,28,0.0,2,1,0.980420159
1077,205,2020-05-24 00:00:00, Dailyexpress,New Norm May Be Permanent: Tengku Zafrul,2,[],[],2020,May,24,0.0,2,1,0.9999999999999997
1078,206,2020-05-24 00:00:00, The Star Malaysia,Zafrul: New Normal May Be Permanent Normal,2,[],[],2020,May,24,0.0,2,1,0.999999957163595
1079,207,2020-05-23 00:00:00,Malaysians Must Know The Truth,Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0.0,2,1,0.9968456983
1080,208,2020-05-23 00:00:00, Malaysia News,Covid–19: Finance Minister Says New Normal May Be Permanent,2,[],[],2020,May,23,0.0,2,1,0.9226767800000001
1081,209,2020-05-23 00:00:00,New Strait Times,"New Normal May Be Permanent, Says Tengku Zafrul",2,[],[],2020,May,23,0.0,2,1,0.999999973582968
1082,210,2020-05-23 00:00:00,Malaysia News,Finance Minister: New normal may be permanent normal,2,[],[],2020,May,23,0.0,2,1,0.9968456983
1083,211,2020-05-23 00:00:00, Focus Malaysia,Finance Minister: New Normal May Be The Permanent Normal,2,[],[],2020,May,23,0.0,2,1,0.997515616
1084,212,2020-05-23 00:00:00,Malaysia Today,Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0.0,2,1,0.9968456983
1085,213,2020-05-23 00:00:00, Theborneopost,Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0.0,2,1,0.9968456983
1086,214,2020-05-23 00:00:00, The Star Malaysia,Malaysian Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0.0,2,1,0.81341082
1087,215,2020-05-23 00:00:00, Thesundaily,Finance Minister: New normal may be permanent normal,2,[],[],2020,May,23,0.0,2,1,0.9968456983
1088,216,2020-05-23 00:00:00, Bernama,Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0.0,2,1,0.9968456983
1089,217,2020-05-23 00:00:00, The Malay Mail Online,Covid–19: Finance Minister Says New Normal May Be Permanent,2,[],[],2020,May,23,0.0,2,1,0.9226767800000001
1090,218,2020-05-23 00:00:00, Theedgemalaysia,"New Normal May Be Permanent Normal, Says Finance Minister | The Edge Markets",2,[],[],2020,May,23,0.0,2,1,0.9999799725835
1091,219,2020-05-23 00:00:00,Thesundaily,Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0.0,2,1,0.9968456983
1092,220,2020-05-23 00:00:00, Astro Awani,Finance Minister: New Normal May Be Permanent Normal,2,[],[],2020,May,23,0.0,2,1,0.9968456983
1093,221,2020-05-23 00:00:00,Tech Central,Malaysian Finance Minister: New normal may be permanent normal,2,[],[],2020,May,23,0.0,2,1,0.81341082
1094,222,2020-05-19 00:00:00,Thesundaily,No place for cheap labour in the new normal,2,[],"['No', -0.296]",2020,May,19,-0.296,0,0,-0.99880702055
1095,223,2020-05-19 00:00:00, Thesundaily,No Place For Cheap Labour In The New Normal,2,[],"['No', -0.296]",2020,May,19,-0.296,0,0,-0.99880702055
1096,224,2020-05-13 00:00:00,Bernama,"Dosm Preparing New, Latest Statistics On More Detailed Level",2,[],[],2020,May,13,0.0,2,1,0.9999999999999976
1097,225,2020-05-13 00:00:00,Thesundaily,Q1 Gdp Lowest Since Q3’09: Dosm,2,[],"['Lowest', -0.3818]",2020,May,13,-0.382,0,1,0.9995936064300001
1098,226,2020-05-13 00:00:00,Thesundaily,Q1 GDP lowest since Q3'09: DoSM,2,[],"['lowest', -0.3818]",2020,May,13,-0.382,0,1,0.9995936064300001
1099,227,2020-05-13 00:00:00,Bernama,"DOSM preparing new, latest statistics on more detailed level",2,[],[],2020,May,13,0.0,2,1,0.9999999999999976
1100,228,2020-05-11 00:00:00,Wartawan Rasmi Laman Reformasi,"A Million Will Lose Their Jobs, What Actions Will The Government Take?",2,[],[],2020,May,11,-0.402,0,0,-0.99999928081846
1101,229,2020-05-11 00:00:00, Suara Pakatan Daily,"A Million Will Lose Their Jobs, What Actions Will The Government Take?",2,[],[],2020,May,11,-0.402,0,0,-0.99999928081846
1102,230,2020-05-08 00:00:00, Focus Malaysia,Anwar Ibrahim Is Not Malaysia’s ‘saviour’,2,[],[],2020,May,08,0.0,2,1,0.9976069705999999
1103,231,2020-05-05 00:00:00,Theedgemalaysia,Two Mil Sq Ft Of New Logistics And Warehousing Facilities Expected To Come Onstream By 2022 | The Edge Markets,2,[],[],2020,May,05,0.0,2,1,0.9999999999960116
1104,232,2020-05-03 00:00:00, Bernama,A Need To Restart The Economy,2,[],[],2020,May,03,0.0,2,0,-0.9999998286888441
1105,233,2020-05-01 00:00:00,The Malay Mail Online,"Statistics Dept To Gather Data On Informal, Other Sectors For Post–covid–19 Planning",2,[],[],2020,May,01,0.0,2,1,0.9999999999999974
1106,234,2020-05-01 00:00:00,Bernama,"Statistics Dept To Gather Data On Informal, Other Sectors For Post–covid–19 Planning",2,[],[],2020,May,01,0.0,2,1,0.9999999999999974
1107,235,2020-04-27 00:00:00, Astro Awani,What are the Job Opportunities for Malaysians Post Covid–19?,2,[],[],2020,April,27,0.382,1,1,0.9999945524581
1108,236,2020-04-20 00:00:00, The Star Malaysia,Huazong Lists 35–point Proposal For Govt To Consider During Covid–19 And Mco,2,[],[],2020,April,20,0.0,2,0,-0.999927006012
1109,237,2020-04-13 00:00:00,Syedsoutsidethebox,Reproducing Some Comments By Readers,2,[],[],2020,April,13,0.0,2,0,-0.999861047274
1110,238,2020-04-13 00:00:00,Newsmalaysiamsn,Will Economic Contraction Get Worse Than Bnm’s Forecast?,2,[],"['Worse', -0.4767]",2020,April,13,-0.477,0,0,-0.9998526407
1111,239,2020-04-13 00:00:00,Newsmalaysiamsn,Will economic contraction get worse than BNM's forecast?,2,[],"['worse', -0.4767]",2020,April,13,-0.477,0,0,-0.9998526407
1112,240,2020-04-11 00:00:00,The Star Malaysia,Household Spending Down,2,[],[],2020,April,11,0.0,2,0,-0.9999999993293412
1113,241,2020-04-09 00:00:00,The Star Malaysia,Consumer Spending To Slowly Normalise Post–mco,2,[],[],2020,April,09,0.0,2,1,0.9973615749
1114,242,2020-04-07 00:00:00,Sarawak Voice,"Package Announced Pm Exact Target, Comprehensive",2,[],[],2020,April,07,0.25,1,1,0.9999999999999766
1115,243,2020-04-05 00:00:00, Astro Awani,Malaysia's Efforts in Dealing with the Covid-19 Pandemic,2,[],[],2020,April,05,0.0,2,1,0.99979470503
1116,244,2020-04-04 00:00:00,Theedgemalaysia,Prihatin Package: What Do The Smes Really Want? | The Edge Markets,2,"['Want', 0.0772]",[],2020,April,04,0.151,1,1,0.9999999999999636
1117,245,2020-04-03 00:00:00,Sinarharian,Why does the government need to help B40?,2,[],[],2020,April,03,0.402,1,0,-0.999999999645149
1118,246,2020-04-03 00:00:00, Sinarharian,Why Should the Government Help B40?,2,[],[],2020,April,03,0.402,1,0,-0.9999999987214693
1119,247,2020-03-27 00:00:00, Freemalaysiatoday,"Should Govt, Employees And Employers Share Burden Equally During Covid–19?",2,"['Share', 0.296]","['Burden', -0.4404]",2020,March,27,-0.178,0,0,-0.886513102
1120,248,2020-03-27 00:00:00,Newsmalaysiamsn,"Should Govt, Employees And Employers Share Burden Equally During Covid–19?",2,"['Share', 0.296]","['Burden', -0.4404]",2020,March,27,-0.178,0,0,-0.886513102
1121,249,2020-03-27 00:00:00,Newsmalaysiamsn,"Should govt, employees and employers share burden equally during Covid-19?",2,"['share', 0.296]","['burden', -0.4404]",2020,March,27,-0.178,0,0,-0.886513102
1122,250,2020-03-16 00:00:00, Malaysia Gazette,Azlan Appointed Executive Director Mte,2,[],[],2020,March,16,0.0,2,1,0.9999999999999984
1123,251,2020-03-16 00:00:00,The Malay Mail Online,"Eac Committee Members Announced, Includes The Edge’s Tong Kooi Ong, Sunway’s Jeffery Cheah, Westports Gnanalingam",2,[],[],2020,March,16,0.0,2,1,1.0
1124,252,2020-02-17 00:00:00,Theborneopost,Tourism Activities To Stay Subdued — Analysts,2,[],[],2020,February,17,0.0,2,1,0.999999982789966
1125,253,2020-02-03 00:00:00, New Strait Times,Digital Shifts In 2020,2,[],[],2020,February,03,0.0,2,1,0.9999999999999628
1126,254,2020-01-25 00:00:00,Sarawak Voice,What is the Effect of Bank Negara Malaysia's Move to Lower the Overnight Policy Rate?,2,[],[],2020,January,25,-0.296,0,1,0.9999690308720001
1127,255,2020-01-15 00:00:00,The Malaysian Reserve,Bank Muamalat Allocates Rm10m To Fund Smes,2,[],[],2020,January,15,0.0,2,1,0.9999999981175696
1128,1,2020-12-28 00:00:00,Theedgemalaysia,"The State of the Nation: Inflation to make a comeback in 2021, but only mildly",0,[],[],2020,December,28,0.0,2,1,0.9550453449999999
1129,2,2020-12-12 00:00:00,Dap Malaysia,An additional RM45 billion economic stimulus package is urgently needed for Budget 2021 following the unexpected rise in unemployment to 4.7% and contraction of Industrial Production Index by 0.5% in October 2020,0,[],"['unemployment', -0.4404]",2020,December,12,-0.44,0,1,0.903922226
1130,3,2020-12-12 00:00:00,Malaysians Must Know The Truth,RM45b stimulus needed after unemployment rise and lower production,0,[],"['unemployment', -0.4404, 'lower', -0.296]",2020,December,12,-0.625,0,0,-0.99967915425
1131,4,2020-12-11 00:00:00,Theedgemalaysia,RHB Research expects some 'revenge spending' in domestic market,0,[],"[""'revenge"", -0.5267]",2020,December,11,-0.527,0,1,0.974173129
1132,5,2020-12-08 00:00:00,New Malaysia Times,A pandemic that paralyses the global economy,0,[],[],2020,December,08,0.0,2,1,0.9909008180000001
1133,6,2020-12-08 00:00:00,Bernama,A pandemic that crippled the global economy,0,[],[],2020,December,08,0.0,2,1,0.9999588258459999
1134,7,2020-12-08 00:00:00,Bernama,A pandemic that paralyses the global economy,0,[],[],2020,December,08,0.0,2,1,0.9909008180000001
1135,8,2020-12-05 00:00:00,Theedgemalaysia,my Say: Extraordinary rebound disguises structural weakness,0,[],"['disguises', -0.25, 'weakness', -0.4215]",2020,December,05,-0.586,0,1,0.999999985466842
1136,9,2020-11-22 00:00:00,Focus Malaysia,Malaysia's creative industry largely untapped,0,"['creative', 0.4404]",[],2020,November,22,0.44,1,0,-0.6474960999999999
1137,10,2020-11-22 00:00:00,New Malaysia Times,Malaysia's creative industry is largely untapped,0,"['creative', 0.4404]",[],2020,November,22,0.44,1,1,0.71684907
1138,11,2020-11-22 00:00:00,Thesundaily,Malaysia's creative economy is largely untapped,0,"['creative', 0.4404]",[],2020,November,22,0.44,1,1,0.9999957392523999
1139,12,2020-11-22 00:00:00,Bernama,Malaysia's creative industry is largely untapped,0,"['creative', 0.4404]",[],2020,November,22,0.44,1,1,0.71684907
1140,13,2020-11-16 00:00:00,The Vibes,Letter - How Budget 2021 can address jobless youth in Sabah - Amanda Yeo,0,[],[],2020,November,16,0.0,2,0,-0.9999999997082089
1141,14,2020-11-16 00:00:00,Mykmu,"A decline in fixed investment may hurt Malaysia, economists say",0,[],[],2020,November,16,-0.527,0,0,-0.90173581
1142,15,2020-11-15 00:00:00,The Malaysia Online,"A decline in fixed investment may hurt Malaysia, economists say",0,[],[],2020,November,15,-0.527,0,0,-0.90173581
1143,16,2020-11-15 00:00:00,Umnoonline,"Economic Growth Is Influenced by Long-Term Views, Political Stability",0,[],[],2020,November,15,0.382,1,1,0.9999999999960641
1144,17,2020-11-15 00:00:00,Akhbar Rakyat,"A decline in fixed investment may hurt Malaysia, economists say",0,[],[],2020,November,15,-0.527,0,0,-0.90173581
1145,18,2020-11-15 00:00:00,Freemalaysiatoday,"A decline in fixed investment may hurt Malaysia, economists say",0,[],[],2020,November,15,-0.527,0,0,-0.90173581
1146,19,2020-11-13 00:00:00,The Malay Mail Online,"Warning against debt-fuelled economic growth, BNM says extending blanket loan moratorium not in country's best interest",0,"['growth', 0.3818, 'best', 0.6369, 'interest', 0.4588]","['Warning', -0.34]",2020,November,13,-0.043,0,1,0.22224537
1147,20,2020-11-13 00:00:00,Malaysians Must Know The Truth,Malaysia records negative growth for second consecutive quarter,0,"['growth', 0.3818]","['negative', -0.5719]",2020,November,13,-0.273,0,1,0.9999978043598
1148,21,2020-11-13 00:00:00,Focus Malaysia,DOSM: Malaysia's GDP dropped 2.7% in 3Q,0,[],[],2020,November,13,0.0,2,1,0.9990489597000001
1149,22,2020-11-13 00:00:00,The Malay Mail Online,"Malaysia's economy recovers from record low GDP of -17.1pc in Q2 2020, to -2.7pc in Q3 2020",0,[],"['low', -0.2732]",2020,November,13,-0.273,0,1,0.99999954734046
1150,23,2020-11-02 00:00:00,Mymetro,CALCULATE A FRAGILE ECONOMIC SITUATION,0,[],[],2020,November,02,0.0,2,1,0.9997632320900001
1151,24,2020-11-01 00:00:00,Bernama,The 2021 budget is expected to take into account the current fragile economic situation - Bank Islam,0,[],[],2020,November,01,0.0,2,0,-0.99984930271
1152,25,2020-10-21 00:00:00,The Malay Mail Online,RHB Investment Bank maintains -1.0pc inflation rate forecast,0,[],[],2020,October,21,0.0,2,1,0.9999999975812788
1153,26,2020-10-21 00:00:00,Bernama,RHB Investment Bank maintains -1.0 pct inflation rate forecast,0,[],[],2020,October,21,0.0,2,1,0.999999999972319
1154,27,2020-10-14 00:00:00,Bernama,UOB Bank expects unemployment rate to remain elevated,0,[],"['unemployment', -0.4404]",2020,October,14,-0.44,0,1,0.9929997544
1155,28,2020-10-14 00:00:00,Bernama,UOB Bank expects unemployment rate to remain elevated,0,[],"['unemployment', -0.4404]",2020,October,14,-0.44,0,1,0.9929997544
1156,29,2020-10-14 00:00:00,Theedgemalaysia,UOB Bank expects unemployment rate to remain elevated,0,[],"['unemployment', -0.4404]",2020,October,14,-0.44,0,1,0.9929997544
1157,30,2020-10-12 00:00:00,Theedgemalaysia,"Rising Covid-19 cases a key risk to industrial production, say economists",0,[],"['risk', -0.2732]",2020,October,12,-0.273,0,1,0.99984808289
1158,31,2020-10-12 00:00:00,The Star Malaysia,"Solid fundamentals enable Malaysia to deal with Covid-19 shocks, Wahid says",0,"['Solid', 0.1531]","['shocks', -0.3818]",2020,October,12,-0.25,0,1,0.99999998501986
1159,32,2020-10-12 00:00:00,Thesundaily,Solid fundamentals accorded Malaysia resilience in dealing with pandemic shocks - Wahid,0,"['Solid', 0.1531]","['shocks', -0.3818]",2020,October,12,-0.25,0,1,0.9999999999964752
1160,33,2020-10-03 00:00:00,Theedgemalaysia,Safeguard economy by breaking Covid-19 infection chain again,0,"['Safeguard', 0.3818]",[],2020,October,03,0.382,1,1,0.999972078849
1161,34,2020-09-27 00:00:00,The Star Malaysia,GRADUATE MISMATCH IN THE LABOUR MARKET,0,[],[],2020,September,27,0.0,2,0,-0.896272932
1162,35,2020-09-06 00:00:00,Theborneopost,Pivot towards digital economy amid Covid-19 outbreak,0,[],[],2020,September,06,0.0,2,1,0.999999985470306
1163,36,2020-07-23 00:00:00,The Malaysian Reserve,Malaysia still in deflation as CPI drops,0,[],[],2020,July,23,0.0,2,1,0.3062358
1164,37,2020-07-23 00:00:00,News Sabah Times,Malaysia may suffer wider deficit if MCO re-imposed - Academicians,0,[],"['suffer', -0.5423, 'deficit', -0.4019]",2020,July,23,-0.735,0,0,-0.83882006
1165,38,2020-07-23 00:00:00,Sinarharian,Malaysia will record a higher deficit if the MCO is re-enforced,0,[],[],2020,July,23,-0.402,0,1,0.9999999999993581
1166,39,2020-07-23 00:00:00,Mykmu,Malaysia may record a higher deficit if the MCO is re-enforced,0,[],[],2020,July,23,-0.402,0,1,0.9999999999834738
1167,40,2020-07-22 00:00:00,The Malaysian Reserve,Malaysia may suffer wider deficit if MCO re-imposed - Academicians,0,[],"['suffer', -0.5423, 'deficit', -0.4019]",2020,July,22,-0.735,0,0,-0.83882006
1168,41,2020-07-22 00:00:00,Thesundaily,Malaysia may suffer wider deficit if MCO re-imposed: Academicians,0,[],"['suffer', -0.5423, 'deficit', -0.4019]",2020,July,22,-0.735,0,0,-0.83882006
1169,42,2020-07-22 00:00:00,The Malay Mail Online,"Malaysia may suffer wider deficit if MCO re-imposed, say academics",0,[],"['suffer', -0.5423, 'deficit', -0.4019]",2020,July,22,-0.735,0,0,-0.99999982780558
1170,43,2020-07-22 00:00:00,Bernama,Malaysia may record a higher deficit if the MCO is re-enforced - Academician,0,[],[],2020,July,22,-0.402,0,1,0.9999999998323313
1171,44,2020-07-22 00:00:00,Bernama,Malaysia may suffer wider deficit if MCO re-imposed - Academicians,0,[],"['suffer', -0.5423, 'deficit', -0.4019]",2020,July,22,-0.735,0,0,-0.83882006
1172,45,2020-07-21 00:00:00,The Malay Mail Online,Stats Dept: Malaysia's Gross Fixed Capital Formation slips 2.1pc in 2019,0,[],"['Gross', -0.4767]",2020,July,21,-0.477,0,1,0.9934047425
1173,46,2020-07-21 00:00:00,Malaysia Gazette,PMTK 2019 down 2.1%,0,[],[],2020,July,21,0.0,2,1,0.9999999999999994
